Assembly	Temperature	pH	RefLink	genome_size	L50	N50	Domain	Phylum	Class	Order	Family	Genus	Species	tax_cluster_id	NCBI_Species
GCA_002901945.1	Mesophiles		https://bacdive.dsmz.de/strain/14517	2276768	15	55359	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus chromogenes	46126	Staphylococcus chromogenes
GCA_002902235.1	Mesophiles		https://bacdive.dsmz.de/strain/136260	2670427	33	26500	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus ureilyticus	94138	Staphylococcus ureilyticus
GCA_002902265.1	Mesophiles		https://bacdive.dsmz.de/strain/138135	2595808	35	23873	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus vitulinus	71237	Mammaliicoccus vitulinus
GCA_002902285.1	Mesophiles		https://bacdive.dsmz.de/strain/14572	2735408	13	84647	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus simulans	1286	Staphylococcus simulans
GCA_002902305.1	Mesophiles		https://bacdive.dsmz.de/strain/132229	2452468	6	98914	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus argensis	1607738	Staphylococcus argensis
GCA_002902325.1	Mesophiles		https://bacdive.dsmz.de/strain/14508	2434909	7	101914	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis	904334	Staphylococcus capitis VCU116
GCA_002902345.1	Mesophiles		https://bacdive.dsmz.de/strain/14441	2665344	13	66907	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus arlettae	29378	Staphylococcus arlettae
GCA_002902385.1	Mesophiles		https://bacdive.dsmz.de/strain/14555	2801199	13	51566	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus intermedius	1285	Staphylococcus intermedius
GCA_002902405.1	Mesophiles		https://bacdive.dsmz.de/strain/130707	2743713	15	65148	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus schweitzeri	1654388	Staphylococcus schweitzeri
GCA_002902625.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.015982-0	2379883	18	49574	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus devriesei	586733	Staphylococcus devriesei
GCA_002902685.1	Mesophiles		https://bacdive.dsmz.de/strain/14671	2455272	14	62580	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus pettenkoferi	170573	Staphylococcus pettenkoferi
GCA_002902725.1	Mesophiles		https://bacdive.dsmz.de/strain/14509	2606761	15	62212	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus caprae	29380	Staphylococcus caprae
GCA_002902755.1	Mesophiles		https://bacdive.dsmz.de/strain/14560	2546437	11	86117	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus lentus	42858	Mammaliicoccus lentus
GCA_002909375.1	Psychrophiles		https://doi.org/10.1016/j.syapm.2018.10.005	4048390	5	238238	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Cryobacterium	Cryobacterium zongtaii	1259217	Cryobacterium zongtaii
GCA_002909445.1	Psychrophiles		https://doi.org/10.1016/j.syapm.2018.10.005	4469153	6	269550	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Specibacter	Specibacter glacialis	1664	Arthrobacter glacialis
GCA_002945325.1	Mesophiles		https://bacdive.dsmz.de/strain/6991	1714918	1	1714918	Archaea	Methanobacteriota_A	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	267377	Methanococcus maripaludis S2
GCA_002952775.1		Alkaliphiles	https://doi.org/10.1099/ijsem.0.003506	3313120	1	3313120	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halalkaliarchaeum	Halalkaliarchaeum desulfuricum	2055893	Halalkaliarchaeum desulfuricum
GCA_002954225.1	Psychrophiles		https://doi.org/10.1099/ijsem.0.002719	3655669	4	427417	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_D	Arthrobacter_D ruber	1258893	Arthrobacter ruber
GCA_002954245.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.002647	4314199	6	213643	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Cryobacterium	Cryobacterium aureum	995037	Cryobacterium aureum
GCA_002954455.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.004309-0	4525475	11	129079	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium aquimaris	512643	Photobacterium aquimaris
GCA_002954665.1	Psychrophiles		https://bacdive.dsmz.de/strain/136694	4064562	6	202903	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter glomeratus	102	Polaribacter glomeratus
GCA_002954685.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.041434-0	3904103	4	346178	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter porphyrae	1137780	Polaribacter porphyrae
GCA_002964845.1	Thermophiles		https://bacdive.dsmz.de/strain/163768	2261036	15	51325	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus tenuipuniceus	2078690	Thermus tenuipuniceus
GCA_002966495.1		Alkaliphiles	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6598117/	3650492	1	3650492	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas sp002966495	1118153	Halomonas sp. GFAJ-1
GCA_002994445.1	Mesophiles		https://bacdive.dsmz.de/strain/14572	2595226	4	262439	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus simulans_B	1286	Staphylococcus simulans
GCA_002995755.1	Thermophiles		https://doi.org/10.1099/ijs.0.029009-0	2628568	10	95755	Bacteria	Firmicutes_B	Moorellia	Moorellales	Moorellaceae	Moorella	Moorella humiferrea	676965	Moorella humiferrea
GCA_002995805.1	Thermophiles		https://doi.org/10.1099/ijs.0.050369-0	3328173	11	98054	Bacteria	Firmicutes_B	Moorellia	Moorellales	Moorellaceae	Moorella	Moorella stamsii	1266720	Moorella stamsii
GCA_003012915.1	Mesophiles		https://bacdive.dsmz.de/strain/14607	2479423	1	2479423	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus felis	46127	Staphylococcus felis
GCA_003019255.1	Mesophiles		https://bacdive.dsmz.de/strain/14556	2639038	1	2630191	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus kloosii	29384	Staphylococcus kloosii
GCA_003019275.1	Mesophiles		https://bacdive.dsmz.de/strain/14605	2095131	1	2095131	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus muscae	1294	Staphylococcus muscae
GCA_003023695.1		Acidophiles	https://doi.org/10.1007/s00792-008-0184-4	4108624	27	43506	Bacteria	Firmicutes_E	Sulfobacillia	Sulfobacillales	Sulfobacillaceae	Sulfobacillus_C	Sulfobacillus_C benefaciens_A	453960	Sulfobacillus benefaciens
GCA_003023725.1		Acidophiles	https://doi.org/10.1007/s00792-008-0184-4	4556669	27	47044	Bacteria	Firmicutes_E	Sulfobacillia	Sulfobacillales	Sulfobacillaceae	Sulfobacillus	Sulfobacillus benefaciens_A	453960	Sulfobacillus benefaciens
GCA_003025595.1		Alkaliphiles	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.63811-0	5533005	3	877351	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium ganghwense	320778	Photobacterium ganghwense
GCA_003025615.1	Psychrophiles		https://doi.org/10.1099/ijs.0.63338-0	6446463	14	124641	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium frigidiphilum	264736	Photobacterium frigidiphilum
GCA_003026285.1	Psychrophiles		https://doi.org/10.1007/s007920050036	6116719	4	422109	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium profundum	314280	Photobacterium profundum 3TCK
GCA_003026355.1	Psychrophiles		https://bacdive.dsmz.de/strain/17235	4732354	7	226404	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium kishitanii	318456	Photobacterium kishitanii
GCA_003026395.1	Psychrophiles		https://bacdive.dsmz.de/strain/17224	4308695	4	388872	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium iliopiscarium	56192	Photobacterium iliopiscarium
GCA_003026475.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.63215-0	4943313	7	234029	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium lipolyticum	266810	Photobacterium lipolyticum
GCA_003026815.1	Psychrophiles		https://www.frontiersin.org/articles/10.3389/fmicb.2013.00283/full	4914916	9	155188	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium damselae	38293	Photobacterium damselae
GCA_003035445.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.015982-0	2394070	11	71195	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus devriesei_A	586733	Staphylococcus devriesei
GCA_003043455.1	Mesophiles		https://bacdive.dsmz.de/strain/14572	2556508	24	34555	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus simulans_A	1286	Staphylococcus simulans
GCA_003057965.1	Thermophiles	Acidophiles	https://doi.org/10.1099/ijsem.0.001745	1774794	1	1774794	Bacteria	Thermodesulfobiota	Thermodesulfobiia	Thermodesulfobiales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium acidiphilum	1794699	Thermodesulfobium acidiphilum
GCA_003097355.1	Psychrophiles		https://doi.org/10.1186/s40168-021-01084-z	4708612	9	171569	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_I	Arthrobacter_I sp003097355	2703675	Arthrobacter sp. H-02-3
GCA_003148585.1	Psychrophiles		https://bacdive.dsmz.de/strain/8176	3243066	6	144596	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter immobilis	498	Psychrobacter immobilis
GCA_003173335.1	Psychrophiles		https://doi.org/10.1099/ijs.0.056218-0	3740742	11	113561	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum stamsii	1277351	Methanospirillum stamsii
GCA_003185895.1	Psychrophiles		https://doi.org/10.1099/ijs.0.027128-0	4305516	2	846838	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Cryobacterium	Cryobacterium arcticum	670052	Cryobacterium arcticum
GCA_003185915.1	Psychrophiles		https://doi.org/10.1099/ijs.0.008912-0	4049680	5	311485	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Specibacter	Specibacter psychrochitiniphilus	291045	Arthrobacter psychrochitiniphilus
GCA_003201675.2	Thermophiles	Acidophiles	https://doi.org/10.1099%2F00207713-46-2-377	2544115	1	2544115	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera hakonensis	1293036	Metallosphaera hakonensis JCM 8857 = DSM 7519
GCA_003201765.2	Thermophiles	Acidophiles	https://doi.org/10.1099/ijs.0.64846-0	2265309	1	2265309	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus sulfidivorans	619593	Acidianus sulfidivorans JP7
GCA_003201835.2	Thermophiles	Acidophiles	https://www.sciencedirect.com/science/article/pii/B9780123739445002819	2947244	1	2947244	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus_B	Acidianus_B brierleyi	41673	Acidianus brierleyi
GCA_003217155.1	Psychrophiles		https://doi.org/10.1099/ijs.0.02457-0	3499844	4	327820	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter fozii	198480	Psychrobacter fozii
GCA_003219795.1	Psychrophiles		https://doi.org/10.1007/s002030050722	3871146	6	122739	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Specibacter	Specibacter psychrolactophilus	92442	Arthrobacter psychrolactophilus
GCA_003219815.1	Psychrophiles		https://doi.org/10.1099/ijs.0.021022-0	5042614	11	145727	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Specibacter	Specibacter livingstonensis	670078	Arthrobacter livingstonensis
GCA_003226325.1		Alkaliphiles	https://pubmed.ncbi.nlm.nih.gov/30788630/	4150426	2	1053560	Bacteria	Firmicutes	Bacilli	Bacillales_H	Salisediminibacteriaceae	Salipaludibacillus	Salipaludibacillus keqinensis	2045207	Salipaludibacillus keqinensis
GCA_003259835.1	Psychrophiles	Alkaliphiles	https://link.springer.com/article/10.1007/s12275-013-2293-8	2821499	3	401964	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium aquaticum	1236486	Flavobacterium aquaticum
GCA_003264935.1	Thermophiles		https://doi.org/10.1099/ijs.0.041681-0	1467867	4	164977	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae_A	Methanothermobacter_A	Methanothermobacter_A tenebrarum	680118	Methanothermobacter tenebrarum
GCA_003312425.1	Psychrophiles		https://doi.org/10.1099/ijs.0.03056-0	3652041	6	227682	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrolimnae	249351	Flavobacterium psychrolimnae
GCA_003317055.1		Alkaliphiles	http://dx.doi.org/10.1099/ijs.0.018507-0	3098941	8	132734	Bacteria	Firmicutes_A	Clostridia	Eubacteriales	Alkalibacteraceae	Alkalibaculum	Alkalibaculum bacchi	645887	Alkalibaculum bacchi
GCA_003336745.1	Thermophiles		https://doi.org/10.1099/ijsem.0.002037	2163786	4	193267	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus caldifontis	1930763	Thermus caldifontis
GCA_003344925.1	Psychrophiles		https://doi.org/10.1099/ijsem.0.001804	2970356	1	2970356	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium arcticum	1784713	Flavobacterium arcticum
GCA_003350005.1	Psychrophiles		https://doi.org/10.1078/0723-2020-00006	3031855	3	618874	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter proteolyticus_A	147825	Psychrobacter proteolyticus
GCA_003350545.1	Psychrophiles		https://doi.org/10.1099/ijs.0.64564-0	3143612	7	176045	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium glaciei	386300	Flavobacterium glaciei
GCA_003352165.1		Acidophiles	https://doi.org/10.1099/ijsem.0.003618	4037611	1	3907406	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidibrevibacterium	Acidibrevibacterium fodinaquatile	1969806	Acidibrevibacterium fodinaquatile
GCA_003353085.1	Mesophiles		https://doi.org/10.1099/ijs.0.015768-0	5215037	6	298540	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella corallii	560080	Shewanella corallii
GCA_003368535.1	Thermophiles		https://bacdive.dsmz.de/strain/16790	2111834	6	87296	Bacteria	Firmicutes_B	Desulfotomaculia	Ammonifexales	Ammonificaceae	Ammonifex	Ammonifex thiophilus	444093	Ammonifex thiophilus
GCA_003399625.1	Psychrophiles		https://doi.org/10.1099/00207713-50-5-1731	4121892	7	238534	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Subtercola	Subtercola boreus_C	120213	Subtercola boreus
GCA_003399635.1	Psychrophiles		https://doi.org/10.1099/00207713-50-5-1731	3848592	8	164560	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Subtercola	Subtercola boreus_B	120213	Subtercola boreus
GCA_003399645.1	Psychrophiles		https://doi.org/10.1099/00207713-50-5-1731	3670876	5	277043	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Subtercola	Subtercola boreus_A	120213	Subtercola boreus
GCA_003430825.1		Alkaliphiles	https://doi.org/10.1099/ijsem.0.004186	3789323	1	3521804	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrarchaeobaculum	Natrarchaeobaculum sulfurireducens	2044521	Natrarchaeobaculum sulfurireducens
GCA_003534205.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.036830-0	3406292	1	3406292	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria_A	Listeria_A weihenstephanensis	1006155	Listeria weihenstephanensis
GCA_003568865.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003018	3078689	1	2856967	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter indicoceani	2051957	Rubrobacter indicoceani SCSIO 08198
GCA_003574035.1	Thermophiles		https://doi.org/10.1099/ijs.0.028654-0	3684677	28	40248	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Meiothermus	Meiothermus hypogaeus	884155	Meiothermus hypogaeus
GCA_003574085.1	Thermophiles		https://doi.org/10.1099/ijsem.0.002040	2874609	39	23243	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Meiothermus	Meiothermus luteus	2026184	Meiothermus luteus
GCA_003574095.1	Thermophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003270	3675477	30	38042	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Calidithermus	Calidithermus roseus	1644118	Calidithermus roseus
GCA_003574215.1	Thermophiles		https://doi.org/10.1099/00207713-49-2-783	2288780	1	2223143	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Hydrogenophilus	Hydrogenophilus thermoluteolus	297	Hydrogenophilus thermoluteolus
GCA_003605125.1	Psychrophiles		https://doi.org/10.1099/ijs.0.64708-0	4203325	7	248928	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella algidipiscicola	614070	Shewanella algidipiscicola
GCA_003634755.1	Psychrophiles		https://doi.org/10.1099/ijs.0.02369-0	3305187	1	1661528	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium limicola	180441	Flavobacterium limicola
GCA_003688495.1	Psychrophiles		https://doi.org/10.1099/ijs.0.64164-0	3397857	3	720142	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium weaverense	271156	Flavobacterium weaverense
GCA_003719725.1		Alkaliphiles	https://doi.org/10.1099/ijsem.0.002548	3335228	4	351116	Bacteria	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Planococcus	Planococcus salinus	1848460	Planococcus salinus
GCA_003722075.1	Mesophiles		https://www.frontiersin.org/articles/10.3389/fmicb.2019.00839/full	1969036	4	206832	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus sp003722075	2485783	Methanohalophilus sp. RSK
GCA_003722315.1	Thermophiles		https://doi.org/10.1128/aem.01773-20	2911280	1	2911280	Bacteria	Firmicutes_A	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter ethanolicus	509192	Thermoanaerobacter ethanolicus JW 200
GCA_003731635.1		Alkaliphiles	https://bacdive.dsmz.de/strain/158616#ref65338	4987953	17	104571	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas oceani	2071609	Alteromonas oceani
GCA_003797125.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-52-1-195	4784071	3	952466	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella frigidimarina	56812	Shewanella frigidimarina
GCA_003797885.1	Psychrophiles		https://doi.org/10.1099/ijs.0.000737-0	4722637	7	306046	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella vesiculosa	518738	Shewanella vesiculosa
GCA_003841465.1		Alkaliphiles	https://doi.org/10.1016/j.syapm.2019.01.001	4614480	6	300304	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrarchaeobius	Natrarchaeobius chitinivorans_A	1679083	Natrarchaeobius chitinivorans
GCA_003841505.1		Alkaliphiles	https://doi.org/10.1016/j.syapm.2019.01.001	4566486	8	170161	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrarchaeobius	Natrarchaeobius chitinivorans	1679083	Natrarchaeobius chitinivorans
GCA_003855395.1	Psychrophiles		https://doi.org/10.1099/00207713-52-1-195	4839879	1	4839879	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella livingstonensis	150120	Shewanella livingstonensis
GCA_003862495.1	Mesophiles		https://doi.org/10.1099/ijsem.0.004222	3654689	9	116484	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomarina	Halomarina oriensis_A	671145	Halocatena pleomorpha
GCA_003966225.1	Psychrophiles		https://doi.org/10.1099/ijs.0.64596-0	5676915	5	420709	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella canadensis	271096	Shewanella canadensis
GCA_003966265.1	Psychrophiles		https://doi.org/10.1099/ijs.0.64708-0	5392127	4	318714	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella atlantica	271099	Shewanella atlantica
GCA_003967175.1	Thermophiles	Acidophiles	https://doi.org/10.1099/ijsem.0.001881	2353189	1	2353189	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Sulfodiicoccus	Sulfodiicoccus acidiphilus	1670455	Sulfodiicoccus acidiphilus
GCA_003970495.1	Mesophiles		https://bacdive.dsmz.de/strain/14617	2462952	17	46092	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus pasteuri	45972	Staphylococcus pasteuri
GCA_003970575.1	Mesophiles		https://bacdive.dsmz.de/strain/14648	2605275	32	25197	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus fleurettii	150056	Mammaliicoccus fleurettii
GCA_004102725.1	Mesophiles		https://doi.org/10.1099/ijs.0.000062	2750720	2	586479	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus_A	Methanoculleus_A taiwanensis	1550565	Methanoculleus taiwanensis strain CYW4
GCA_004117075.1	Thermophiles		https://doi.org/10.1099/ijs.0.64758-0	2266449	1	2266349	Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium changbaicum	310769	Fervidobacterium changbaicum
GCA_004123295.1		Acidophiles	https://doi.org/10.1099/ijsem.0.005415	5116187	2	1191396	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Silvibacterium	Silvibacterium dinghuense	1560006	Silvibacterium dinghuense
GCA_004137855.1	Mesophiles		https://doi.org/10.1016/j.syapm.2020.126107	1830088	3	300852	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus profundi	2138083	Methanohalophilus profundi
GCA_004216575.1		Alkaliphiles	https://doi.org/10.1016/j.syapm.2005.03.004	2544518	2	530249	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microcella	Microcella putealis	337005	Microcella putealis
GCA_004216855.1		Alkaliphiles	https://doi.org/10.1099/ijs.0.64320-0	2687802	4	309027	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microcella	Microcella alkaliphila	279828	Microcella alkaliphila
GCA_004217335.1	Thermophiles		https://doi.org/10.1099/ijs.0.64895-0	4256545	2	1073359	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema hispanicum	392421	Haloterrigena hispanica
GCA_004345675.1	Thermophiles		https://doi.org/10.1128%2FAEM.05190-11	2575920	11	82592	Bacteria	Firmicutes_A	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus	911092	Caldanaerobacter subterraneus
GCA_004346035.1		Acidophiles	https://doi.org/10.1099/00207713-39-1-50	3681251	8	124026	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidomonas	Acidomonas methanolica	437	Acidomonas methanolica
GCA_004365915.1	Psychrophiles		https://doi.org/10.1099/00207713-47-2-474	3677616	1	3565758	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Cryobacterium	Cryobacterium psychrophilum	41988	Cryobacterium psychrophilum
GCA_004366795.1	Thermophiles	Acidophiles	https://doi.org/10.1099/ijs.0.64692-0	2946319	6	159962	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus sacchari	392010	Alicyclobacillus sacchari
GCA_004402405.1	Psychrophiles		https://doi.org/10.1099/ijs.0.046896-0	3753316	5	252213	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Cryobacterium	Cryobacterium levicorallinum	995038	Cryobacterium levicorallinum
GCA_004421185.1		Acidophiles	https://www.mdpi.com/2076-2607/10/1/142	2250350	16	46532	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum sp004421185	1847730	Methylacidiphilum sp. Yel
GCA_004634385.1	Hyperthermophiles		http://www.kjom.org/journal/view.html?uid=176&pn=lastest&vmd=Full	3039102	1	2953026	Bacteria	Firmicutes_E	Thermaerobacteria	Thermaerobacterales	Thermaerobacteraceae	Thermaerobacter	Thermaerobacter sp004634385	2546351	Thermaerobacter sp. FW80
